MAID	NAME	FORMULA	Ontology	INCHIKEY	SMILES	INSTRUMENTTYPE	ExactMass	PUBCHEM	Num_Spectra	Species	Cas	KEGG	Reaction	Pathway	Biospecimen	Healthcondition
MA002414	Maritimein	C21H20O11	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	SYRURBPRFQUYQS-RHEJLWEFSA-N	OC[C@H]1O[C@@H](OC2=C(O)C3=C(C=C2)C(=O)C(O3)=CC2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ		6450184	41							
MA002415	Neodiosmin	C28H32O15	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	VCCNKWWXYVWTLT-CYZBKYQRSA-N	COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1	ESI-QTOF		69964214	5							
MA002416	Poncirin	C28H34O14	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	NLAWPKPYBMEWIR-SKYQDXIQSA-N	COC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1	ESI-QTOF|ESI-QQQ|ESI-QFT		442456	47							
MA002417	Sissotrin	C22H22O10	Phenylpropanoids and polyketides|Isoflavonoids|Isoflavonoid O-glycosides	LFEUICHQZGNOHD-RECXWPGBSA-N	COC1=CC=C(C=C1)C1=COC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(O)=C2C1=O	ESI-QTOF|ESI-QQQ|ESI-QIT|LC-ESI-TOF		5280781	67							
MA002418	Spiraeoside	C21H20O12	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	OIUBYZLTFSLSBY-HMGRVEAOSA-N	OC[C@H]1O[C@@H](OC2=CC=C(C=C2O)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ|LC-ESI-TOF|ESI-QFT		5320844	55	human	20229-56-5					
MA002419	Tiliroside	C30H26O13	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	DVGGLGXQSFURLP-VWMSDXGPSA-N	O[C@@H]1[C@@H](COC(=O)C=CC2=CC=C(O)C=C2)O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QFT|ESI-QQQ|LC-ESI-TOF		5320686	90							
MA002420	Solasodine	C27H43NO2	Lipids and lipid-like molecules|Steroids and steroid derivatives|Steroidal alkaloids	KWVISVAMQJWJSZ-VKROHFNGSA-N	C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@@H](C)CN1	ESI-QTOF|ESI-QFT|ESI-QQQ		442985	42							
MA002421	beta-Thujaplicin	C10H12O2	Hydrocarbon derivatives|Tropones|Tropolones	FUWUEFKEXZQKKA-UHFFFAOYSA-N	CC(C)C1=CC(=O)C(O)=CC=C1	ESI-QTOF|ESI-QQQ		3611	13	human|Cupressus abramisiana|Cupressus abramsiana|Cupressus lusitanica|Cupressus macrocarpa|Cupressus sargentii|Cupressus tricuspidata|Juniperus communis|Juniperus conferta|Juniperus taiwaniana|Thuja plicata	499-44-5	C00317				
MA002422	E,E-Farnesol	C15H26O	Lipids and lipid-like molecules|Prenol lipids|Sesquiterpenoids	CRDAMVZIKSXKFV-YFVJMOTDSA-N	CC(C)=CCCC(C)=CCCC(C)=CCO	ESI-QTOF|ESI-QFT|ESI-QQQ|GC-MS		445070	16	human|Abelmoschus moschatus|Hibiscus abelmoschus|Nicotiana alata	106-28-5	C01493	R08145		serum	
MA002423	Cysteinylglycine	C5H10N2O3S	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	ZUKPVRWZDMRIEO-VKHMYHEASA-N	N[C@@H](CS)C(=O)NCC(O)=O	ESI-QTOF|ESI-QQQ|GC-EI-TOF|GC-MS		439498	8	human	19246-18-5	C01419	R00494|R00899|R01262|R11861|R12024	map00480|map01100	urine	
MA002424	D-Alloisoleucine	C6H13NO2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	AGPKZVBTJJNPAG-CRCLSJGQSA-N	CC[C@H](C)[C@@H](N)C(O)=O	ESI-QTOF|ESI-QQQ		94206	5							
MA002425	L-2-Aminobutyric acid	C4H9NO2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	QWCKQJZIFLGMSD-VKHMYHEASA-N	CC[C@H](N)C(O)=O	ESI-QTOF|ESI-QQQ|GC-EI-TOF|GC-MS|		80283	27	human	1492-24-6				urine	Schizophrenia|Kidney disease
MA002426	D-2-Aminoadipic acid	C6H11NO4	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	OYIFNHCXNCRBQI-SCSAIBSYSA-N	N[C@H](CCCC(O)=O)C(O)=O	ESI-QTOF|ESI-QQQ		165627	5							
MA002427	Cysteine S-sulfate	C3H7NO5S2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	NOKPBJYHPHHWAN-REOHCLBHSA-N	N[C@@H](CSS(O)(=O)=O)C(O)=O	ESI-QTOF|ESI-QQQ|ESI-QFT		115015	34	human	1637-71-4				urine	
MA002428	Glycyl-L-proline	C7H12N2O3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	KZNQNBZMBZJQJO-YFKPBYRVSA-N	NCC(=O)N1CCC[C@H]1C(O)=O	ESI-QTOF|ESI-QQQ		3013625	12							
MA002429	N-Tigloylglycine	C7H11NO3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	WRUSVQOKJIDBLP-HWKANZROSA-N	CC=C(/C)C(=O)NCC(O)=O	ESI-QTOF|ESI-QQQ		6441567	11	human	35842-45-6				urine	
MA002430	Oxypurinol	C5H4N4O2	Organoheterocyclic compounds|Imidazopyrimidines|Purines and purine derivatives	HXNFUBHNUDHIGC-UHFFFAOYSA-N	O=C1NC(=O)C2=CNNC2=N1	ESI-QTOF|ESI-QQQ		135398752	15	human	2465-59-0				urine	
MA002431	Trigonelline	C7H7NO2	Alkaloids and derivatives||	WWNNZCOKKKDOPX-UHFFFAOYSA-N	C[N+]1=CC=CC(=C1)C([O-])=O	ESI-QTOF|ESI-QFT|ESI-QQQ|ESI-ITFT		5570	43	human|Eusynstyela latericius|Strophanthus spp.|Pinellia ternata|Achillea millefolium|Cannabis sativa|Quisqualis indica|Benincasa hispida|Cucurbita moschata|Abrus precatorius|Astragalus sinicus|Astragalus wootonii|Bauhinia candicans|Bauhinia forficata|Canavalia ensiformis|Cicer arietinum|Desmodium triflorum|Glycine max|Lablab purpureus|Macroptilium atropurpureum|Medicago sativa|Melilotus officinalis|Phaseolus vulgaris|Pisum sativum|Retama raetam|Trifolium pratense|Trigonella foenum-graceum|Trigonella foenum-graecum|Vigna unguiculata|Aeschyomene indica|Gnetum parvifolium|Hibiscus rosa-sinensis L|Hibiscus sabdariffa L.|Mirabilis jalapa|Coffea spp.|Dictamnus dasycarpus|Lycopersicon esculentum|Solanum melongena	535-83-1	C02575	R03982	map00361|map01100|map01120	urine	Cancer|Lung cancer
MA002432	1,3-Dimethyluric acid	C7H6N4O3	Organoheterocyclic compounds|Imidazopyrimidines|Purines and purine derivatives	XNSYLGPLANWBHH-UHFFFAOYSA-N	CN1C2=NC(=O)N=C2C(=O)N(C)C1=O	ESI-QTOF		14754220	3							
MA002433	3-Methylxanthine	C6H6N4O2	Organoheterocyclic compounds|Imidazopyrimidines|Purines and purine derivatives	GMSNIKWWOQHZGF-UHFFFAOYSA-N	CN1C2=C(NC=N2)C(=O)NC1=O	ESI-QTOF|ESI-QQQ		70639	21	human|Ilex paraguariensis|Cola sp.|Theobroma cacao|Theobroma grandiflorum|Coffea arabica|Coffea canephora|Coffea dewevrei|Coffea eugeniodes|Coffea kianjavatensis|Coffea liberica|Coffea racemosa|Coffea salvatrix|Citrus maxima|Paullinia cupana|Camellia assamica|Camellia irrawadiensisia|Camellia kissi|Camellia ptilophylla|Camellia sinensis|Camellia taliensis|Camellia toliensis	1076-22-8	C16357	R07963|R07964|R07967|R07968|R07973|R07974	map00232|map01100|map01110|map01120	urine	
MA002434	3,5-Dibromo-L-tyrosine	C9H9Br2NO3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	COESHZUDRKCEPA-ZETCQYMHSA-N	N[C@@H](CC1=CC(Br)=C(O)C(Br)=C1)C(O)=O	ESI-QTOF|ESI-QQQ		67532	5							
MA002435	But-3-enylglucosinolate	C11H19NO9S2	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	PLYQBXHVYUJNQB-BZVDQRPCSA-N	OC[C@H]1O[C@@H](SC(CCC=C)=NOS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF		9548620	4							
MA002436	(2R)-2-Hydroxybut-3-enylglucosinolate	C11H19NO10S2	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	MYHSVHWQEVDFQT-KBHNZSCUSA-N	OC[C@H]1O[C@@H](SC(C[C@H](O)C=C)=N/OS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QFT		5486194	6							
MA002437	(2S)-2-Hydroxybut-3-enylglucosinolate	C11H19NO10S2	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	MYHSVHWQEVDFQT-QSKOKFRPSA-N	OC[C@H]1O[C@@H](SC(C[C@H](O)C=C)=NOS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ		9576649	6							
MA002438	3-(Methylsulfinyl)propylglucosinolate	C11H21NO10S3	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	PHYYADMVYQURSX-WWFIZPDBSA-N	CS(=O)CCCC(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS(O)(=O)=O	ESI-QTOF|ESI-ITFT|ESI-QQQ|ESI-QFT		9548622	33							
MA002439	4-(Methylsulfinyl)but-3-enylglucosinolate	C12H21NO10S3	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	ZFLXCZJBYSPSKU-CRHREIPCSA-N	CS(=O)C=CCCC(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS(O)(=O)=O	ESI-QTOF|ESI-QFT		15559531	2							
MA002440	Benzylglucosinolate	C14H19NO9S2	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	QQGLQYQXUKHWPX-BXLHIMNRSA-N	OC[C@H]1O[C@@H](SC(CC2=CC=CC=C2)=NOS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ		9548605	8							
MA002441	Gluconasturtiin	C15H21NO9S2	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	CKIJIGYDFNXSET-MFIRQCQASA-N	OC[C@H]1O[C@@H](SC(CCC2=CC=CC=C2)=NOS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ|ESI-QFT		9548618	12							
MA002442	(2R)-2-Hydroxy-2-phenethylglucosinolate	C15H21NO10S2	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	GAPDDBFHNYHZIS-LXFDRBQGSA-N	OC[C@H]1O[C@@H](SC(C[C@@H](O)C2=CC=CC=C2)=NOS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF		90470054	2							
MA002443	Lignoceric acid	C24H48O2	Lipids and lipid-like molecules|Fatty Acyls|Fatty acids and conjugates	QZZGJDVWLFXDLK-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCCCCCC(O)=O	ESI-QTOF|ESI-QQQ|LC-ESI-TOF|ESI-QFT|GC-EI-TOF|EI-B|GC-MS		11197	19	human|Angelica sinensis|Bupleurum chinense|Notopterygium incisum|Peucedanum govanianum var.bicolo|Saposhnikovia divaricata|Calophyllum calaba|Calophyllum inophyllum|Arabidopsis thaliana|Trichosanthes kirilowii|Adenanthera pavonina|Clitoria ternata|Anisomeles indica|Strychnos nitida|Alpinia oxyphylla	557-59-5	C09005			serum	
MA002444	Cyanidin-3-O-rhamnoside	C21H21O10	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	USWXMMRFOWNEOR-VWLKIGRWSA-O	C[C@@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF		11464648	28							
MA002445	Cerulenin	C12H17NO3	Organoheterocyclic compounds|Epoxides|Oxirane carboxylic acids and derivatives	GVEZIHKRYBHEFX-NQQPLRFYSA-N	CC=CCC=CCCC(=O)[C@H]1O[C@H]1C(O)=N	ESI-QTOF|ESI-QQQ		5282054	6							
MA002446	Zearalenone	C18H22O5	Phenylpropanoids and polyketides|Macrolides and analogues|Zearalenones	MBMQEIFVQACCCH-QBODLPLBSA-N	C[C@H]1CCCC(=O)CCCC=CC2=CC(O)=CC(O)=C2C(=O)O1	ESI-QTOF|ESI-QQQ|ESI-QFT		5281576	27							
MA002447	Quercetin-3-D-xyloside	C20H18O11	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	PZZRDJXEMZMZFD-BWYUNELBSA-N	O[C@@H]1CO[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O	ESI-QTOF		5320861	4							
MA002448	D(-)-Threose	C4H8O4	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	FMAORJIQYMIRHF-BCDHYOAOSA-N	O[C@@H]1COC(O)[C@H]1O	ESI-QTOF|ESI-QQQ		441031	3							
MA002449	Petunidin	C16H13O7	Phenylpropanoids and polyketides|Flavonoids|O-methylated flavonoids	AFOLOMGWVXKIQL-UHFFFAOYSA-O	COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1	ESI-QTOF|ESI-QQQ		441774	3	human					proteins	
MA002450	Cyanidin-3-O-alpha-arabinopyranoside	C20H19O10	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	KUCVMQMKRICXJC-DEYWJSPQSA-O	O[C@H]1CO[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O	ESI-QTOF		12137509	4							
MA002451	Peonidin-3-O-beta-galactopyranoside	C22H23O11	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	ZZWPMFROUHHAKY-VRRLNDPFSA-O	COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1	ESI-QTOF		11454027	4							
MA002452	Quercetin-3,4'-O-di-beta-glucopyranoside	C27H30O17	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	RPVIQWDFJPYNJM-DEFKTLOSSA-N	OC[C@H]1O[C@@H](OC2=C(O)C=C(C=C2)C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(=O)C3=C(O)C=C(O)C=C3O2)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ|ESI-QFT		5320835	46							
MA002453	Cyanidin-3-O-(2''-O-beta-xylopyranosyl-beta-glucopyranoside)	C26H29O15	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	ZPPQIOUITZSYAO-AOBOYTTNSA-O	OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ		6602304	34							
MA002454	Cyanidin-3-O-(2''-O-beta-glucopyranosyl-beta-glucopyranoside)	C27H31O16	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	SXYMMDGPXYVCER-WGNLCONDSA-O	OC[C@H]1O[C@@H](O[C@H]2[C@H](OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C=C3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ		11169452	34							
MA002455	Peonidin-3,5-O-di-beta-glucopyranoside	C28H33O16	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	IPVSUYLZIAYTOK-DPOJTEBASA-O	COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(O)=CC2=[O+]1	ESI-QTOF|ESI-QQQ		5488811	34							
MA002456	Delphinidin-3-O-(2''-O-beta-xylopyranosyl-beta-glucopyranoside)	C26H29O16	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	TWYYVOVDSNRIJM-AFAGGVQESA-O	OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	ESI-QTOF		10196837	28							
MA002457	Cyanidin-3-O-(2''-O-beta-xylopyranosyl-beta-glucopyranoside)-5-O-beta-glucopyranoside	C32H39O20	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	OLBLWNPOURNBCY-MRBLLYQQSA-O	OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C=C23)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ		10197243	29							
MA002458	Cyanidin-3-O-[6''-O-(E-p-coum)-2''-O-(beta-xylopyranosyl)-beta-glucopyranoside]-5-O-beta-glucopyranoside	C41H45O22	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	JSYDBTWJIIAZPU-NEVABJEQSA-O	OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=C(O[C@@H]4O[C@H](COC(=O)C=CC5=CC=C(O)C=C5)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C=C23)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ		6602295	17							
MA002459	Petunidin-3-O-(6''-O-(4'''-O-E-coum)-alpha-rhamnopyranosyl-beta-glucopyranosyl)-5-O-beta-glucopyranoside	C43H49O23	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	BXEZTCOKOLHMKY-PJUZUSDESA-O	COC1=CC(=CC(O)=C1O)C1=C(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](OC(=O)C=CC4=CC=C(O)C=C4)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(O)=CC2=[O+]1	ESI-QTOF		9897848	6							
MA002460	L-Ethionine	C6H13NO2S	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	GGLZPLKKBSSKCX-YFKPBYRVSA-N	CCSCC[C@H](N)C(O)=O	ESI-QTOF|ESI-QQQ		25674	13							
MA002461	Daphnetin	C9H6O4	Phenylpropanoids and polyketides|Coumarins and derivatives|Hydroxycoumarins	ATEFPOUAMCWAQS-UHFFFAOYSA-N	OC1=C(O)C2=C(C=CC(=O)O2)C=C1	ESI-QTOF|ESI-QQQ|ESI-QFT		5280569	86	human|Puccinia graminis|Euphorbia lathyris|Cicer arietinum|Daphne odora|Daphne oleoides ssp. oleoides|Daphne tangutica|Stellera chamaejasme L.	486-35-1				proteins	
MA002462	Esculin	C15H16O9	Phenylpropanoids and polyketides|Coumarins and derivatives|Coumarin glycosides	XHCADAYNFIFUHF-TVKJYDDYSA-N	OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF|ESI-QQQ|ESI-QFT		5281417	34							
MA002463	Calciferol	C28H44O	Lipids and lipid-like molecules|Steroids and steroid derivatives|Vitamin D and derivatives	MECHNRXZTMCUDQ-RKHKHRCZSA-N	CC(C)[C@@H](C)C=C[C@@H](C)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)CCC1=C	ESI-QTOF|ESI-QQQ|GC-MS		5280793	8	human	50-14-6				serum	Chronic renal failure|Nervous system disorders|Headache
MA002464	alpha-Tocotrienol	C29H44O2	Lipids and lipid-like molecules|Prenol lipids|Quinone and hydroquinone lipids	RZFHLOLGZPDCHJ-XZXLULOTSA-N	CC(C)=CCCC(C)=CCCC(C)=CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C	ESI-QTOF|ESI-QQQ		5282347	7	human					serum	
MA002465	delta-Tocotrienol	C27H40O2	Lipids and lipid-like molecules|Prenol lipids|Quinone and hydroquinone lipids	ODADKLYLWWCHNB-LDYBVBFYSA-N	CC(C)=CCCC(C)=CCCC(C)=CCC[C@]1(C)CCC2=CC(O)=CC(C)=C2O1	ESI-QTOF|ESI-QQQ		5282350	6							
MA002466	Kaempferol-3-O-alpha-L-rhamnoside	C21H20O10	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	SOSLMHZOJATCCP-AEIZVZFYSA-N	C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QFT|ESI-QQQ		5316673	85							
MA002467	Kaempferol-7-O-alpha-L-rhamnoside	C21H20O10	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	HQNOUCSPWAGQND-GKLNBGJFSA-N	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF		25079965	6							
MA002468	Kaempferitrin	C27H30O14	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	PUPKKEQDLNREIM-QNSQPKOQSA-N	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QFT|LC-ESI-TOF|ESI-ITTOF		5486199	46	human						
MA002469	Kaempferol-3-O-beta-glucopyranosyl-7-O-alpha-rhamnopyranoside	C27H30O15	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	JYXSWDCPHRTYGU-RVCYDTIBSA-N	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QFT		21606527	33							
MA002470	Kaempferol-3-O-beta-D-galactoside-7-O-alpha-L-rhamnoside	C27H30O15	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	JYXSWDCPHRTYGU-VYARGGPUSA-N	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF		57390614	30	human						
MA002471	Isorhamnetin-3-Galactoside-6''-Rhamnoside	C28H32O16	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	UIDGLYUNOUKLBM-ZLADREHTSA-N	COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1	ESI-QTOF		5487249	33							
MA002472	Kaempferol-3-Galactoside-6''-Rhamnoside-3'''-Rhamnoside	C33H40O19	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	UYVBMGULWGRDQT-KABOUGNXSA-N	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](C)O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QFT|ESI-QQQ		23815364	55							
MA002473	Kaempferol-3-Glucoside-2''-Rhamnoside-7-Rhamnoside	C33H40O19	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	DDELFAUOHDSZJL-CPGGTDLHSA-N	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QQQ		10485148	14							
MA002474	Kaempferol-3-Glucoside-2''-p-coumaroyl	C30H26O13	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	IKONEAPXVKTZFF-NLGJGAJZSA-N	OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](OC(=O)C=CC2=CC=C(O)C=C2)[C@@H](O)[C@@H]1O	ESI-QTOF		6442291	4							
MA002475	Kaempferol-3-Glucoside-3''-Rhamnoside	C27H30O15	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	YFPYXTNSQOUHPS-NIILUQFKSA-N	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QFT		23815431	55							
MA002476	Kaempferol-3-O-alpha-L-arabinoside	C20H18O10	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	RNVUDWOQYYWXBJ-BWYUNELBSA-N	O[C@@H]1CO[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H]1O	ESI-QTOF		21310440	6							
